2576,Пиво Невское Живое,,,4.20,45
2577,Пиво Невское Классическое,,,4.70,46
2578,Пиво Невское Оригинальное,,,5.30,50
2579,Пиво Невское Светлое,,,4.60,42
2580,Пиво Оболонь Lager,,,4.00,45
2581,Пиво Оболонь Бархатное,,,4.90,53
2582,Пиво Оболонь Безалкогольное,,,4.10,22
2583,Пиво Оболонь Белое,,,3.40,43
2584,Пиво Оболонь Премиум,,,3.30,45
2585,Пиво Оболонь Пшеничное,,,4.00,47
2586,Пиво Оболонь Светлое,,,3.30,41
2587,Пиво портер,,,4.90,61
2588,Пиво светлое,0.30,,4.60,42
2589,Пиво светлое 1.8%,0.20,,4.30,29
2590,Пиво светлое 2.8%,0.60,,4.80,37
2591,Пиво светлое 4.5%,0.60,,3.80,45
2592,Пиво светлое живое,,,3.70,39
2593,Пиво Сибирская корона Безалкогольное,,,4.70,26
2594,Пиво Сибирская корона Золотистое,,,3.90,39
2595,Пиво Сибирская корона Классическое,,,4.70,46
2596,Пиво Сибирская корона Лаймъ,,,4.60,42
2597,Пиво Славутич Ice,,,4.60,42
2598,Пиво Славутич Премиум,,,4.60,45
2599,Пиво Славутич Светлое,,,4.60,42
2600,Пиво Сокол Кола,,,4.80,48
2601,Пиво Старый мельник Золотое,,,4.70,46
2602,Пиво Старый мельник Из бочонка,,,4.70,46
2603,Пиво Старый мельник Из бочонка мягкое,,,3.90,38
2604,Пиво тёмное,0.30,,5.70,48
2605,Пиво эль,,,2.90,41
2606,Пиво Ярпиво Крепкое,,,5.80,54
2607,Пиво Ярпиво Ледяное,,,4.60,42
2608,Пиво Ярпиво Оригинальное,,,4.60,42
2609,Пиво Ярпиво Светлое,,,4.20,38
2610,Пиво Ярпиво Хлебное,,,4.10,43
2611,Пиво Ярпиво Янтарное,,,4.70,46
2612,Пикша,17.20,0.20,,71
2613,Пирог Сдобная особа Завитушка Сливочный мусс и шоколад,5.40,16.00,53.00,380
2614,Пирог Сдобная особа Завитушка Шоколад и орех,7.00,21.00,47.00,400
2615,Пирог Сдобная особа с начинкой абрикос,4.30,13.80,59.10,378
2616,Пирог Сдобная особа с начинкой вишня,4.00,14.10,56.30,370
2617,Пирог Сдобная особа с начинкой голубика,4.30,13.80,59.10,378
2618,Пирог Сдобная особа с начинкой клубника,4.30,13.60,59.00,376
2619,Пирожное Choco Pie Lotte,4.00,18.00,64.90,438
2620,Пирожное Choco-Pie,3.60,16.10,70.90,430
2621,Пирожное Kinder Delice с молочной начинкой,5.90,29.00,42.60,455
2622,Пирожное Kinder молочный ломтик,8.20,27.90,34.00,420
2623,Пирожное Воздушное,3.10,16.30,68.50,419
2624,Пирожное Йогуртовое,7.00,24.60,26.10,352
2625,Пирожное Кармен,2.90,19.40,52.80,390
2626,Пирожное Картошка с карамельной начинкой,3.70,20.00,47.60,355
2627,Пирожное Картошка с кремом,4.30,19.70,48.90,392
2628,Пирожное Коктейль,2.00,13.80,59.50,384
2629,Пирожное Корзиночка крем-брюле,2.80,21.50,46.20,392
2630,Пирожное Корзиночка с белковым кремом,1.90,13.70,59.30,372
2631,Пирожное Корзиночка с грибочками,1.00,27.50,54.90,461
2632,Пирожное Корзиночка с клубничкой,1.20,22.40,55.80,434
2633,Пирожное Корзиночка с фруктами,0.80,17.30,42.50,380
2634,Пирожное Корзиночка со сливками и конфитюром,0.70,18.70,48.40,365
2635,Пирожное Медвежонок Барни с шоколадной начинкой,5.80,15.20,59.10,390
2636,Пирожное Орешек,5.80,16.50,49.10,397
2637,Пирожное Песочное кольцо с орехами,4.80,9.20,55.30,420
2638,Пирожное Полено,4.80,22.20,47.10,368
2639,Пирожное Творожное кольцо,11.20,16.70,24.80,326
2640,Пирожное Трубочка с кремом,1.70,25.20,50.90,454
2641,Пирожное Эклер с кремом,3.20,30.80,36.20,439
2642,Пирожок песочный с повидлом,5.90,21.10,56.30,437
2643,Пита,7.40,0.80,49.90,242
2644,Питайя,0.50,0.30,12.00,50
2645,Пицца Casa Nostra Ассорти,11.40,8.50,29.80,261
2646,Пицца Casa Nostra Ветчина-Сыр,8.50,7.20,29.60,235
2647,Пицца Casa Nostra Грибы-Сыр,9.40,4.70,29.20,203
2648,Пицца Ristorante Bolognese,8.70,9.50,22.90,213
2649,Пицца Ristorante Calzone Speciale,11.20,13.90,21.90,258
2650,Пицца Ristorante Formaggi and Pomodori,7.70,11.60,23.90,232
2651,Пицца Ristorante Funghi,7.80,12.30,22.90,235
2652,Пицца Ristorante Hawaii,8.60,8.60,25.70,215
2653,Пицца Ristorante Mozzarella,10.50,13.60,24.30,262
2654,Пицца Ristorante Pepperoni-Salame,10.10,14.10,25.80,272
2655,Пицца Ristorante Piccola Mozzarella,10.00,12.70,22.80,246
2656,Пицца Ristorante Piccola Salame,10.00,13.50,25.40,264
2657,Пицца Ristorante Prosciutto,10.10,10.10,24.10,228
2658,Пицца Ristorante Quattro Formaggi,10.80,14.00,24.10,267
2659,Пицца Ristorante Salame,10.40,14.00,26.30,273
2660,Пицца Ristorante Speciale,10.00,13.30,23.50,255
2661,Пицца Ristorante Vegetale,6.70,9.10,22.20,198
2662,Пишмание,3.30,12.00,83.30,455
2663,Плетёнка с кунжутом,7.90,2.70,51.50,267
2664,Плетёнка с маком,7.90,2.70,51.50,267
2665,Плоды дерева ши (карите),,,,
2666,Плотва свежая,17.50,2.00,,88
2667,Плуот,1.20,0.10,11.00,57
2668,Плюшка,7.60,8.80,56.40,334
2669,Плюшка Московская,7.60,8.70,57.20,330
2670,Повидло абрикосовое,0.30,,64.00,242
2671,Повидло апельсиновое,0.50,0.10,41.50,254
2672,Повидло вишневое,0.50,0.10,95.40,250
2673,Повидло грушевое,0.10,0.10,56.80,215
2674,Повидло из киви,0.20,0.30,35.40,136
2675,Повидло из крыжовника,1.00,,46.00,181
2676,Повидло из чёрной смородины,1.00,,73.00,284
2677,Повидло клубничное,0.50,0.10,61.50,244
2678,Повидло малиновое,,,57.10,231
2679,Повидло сливовое,0.60,0.50,73.60,285
2680,Повидло яблочное,0.40,,40.00,190
2681,Подберёзовики свежие,2.30,0.90,3.70,31
2682,Подберёзовики сушёные,23.50,9.20,14.30,231
2683,Подорожник,0.40,0.10,7.00,26
2684,Подосиновики свежие,3.30,0.50,3.70,22
2685,Подосиновики сушёные,35.40,5.40,33.20,315
2686,Подушечки хрустящие с молочной начинкой,7.60,15.50,66.20,435
2687,Полба,14.70,2.20,61.20,337
2688,Полбяная каша на воде,5.50,0.90,26.50,127
2690,Польский гриб,1.70,0.70,1.50,19
2691,Помело,0.60,0.20,6.70,32
2692,Пончик,5.60,13.00,38.80,296
2693,Попкорн карамельный,5.30,8.70,76.10,401
2694,Попкорн солёный,7.30,13.50,62.70,407
2695,Попкорн сырный,5.80,30.80,50.10,506
2696,Поросенок молочный,20.60,3.00,,109
2697,Портвейн,0.40,,12.00,163
2698,Портобелло жареные на гриле,4.30,0.80,2.70,35
2699,Портобелло свежие,2.50,0.20,3.60,26
2700,Портулак,1.30,0.10,3.40,17
2701,Посыпка кондитерская,4.60,10.20,73.90,395
2702,Пражский пай Сдобная особа земляника,4.70,18.00,54.50,398
2703,Пражский пай Сдобная особа карамель,4.90,19.50,55.70,424
2704,Пражский пай Сдобная особа шоколадно-ореховый,5.10,19.00,55.00,418
2705,Приправа Gallina Blanca 15 овощей,9.50,2.50,31.50,187
2706,Приправа Gallina Blanca 15 трав и специй,11.70,1.70,29.00,178
2707,Приправа Gallina Blanca Универсальная,7.80,0.70,12.80,89
2708,Приправа Kamis Прованские травы,15.50,6.50,20.90,204
2709,Приправа Knorr Ароматная для борща,8.50,7.00,36.00,241
2710,Приправа Knorr Ароматная для мяса,6.00,2.00,25.50,144
2711,Приправа Knorr Ароматная для рыбы,5.50,4.00,59.00,294
2712,Приправа Knorr Ароматная Классика овощей,8.00,1.50,23.00,138
2713,Приправа Knorr Бульон говяжий Душа обеда,6.60,4.60,3.90,83
2714,Приправа Knorr Бульон куриный Душа обеда,6.60,6.50,4.60,103
2715,Приправа Knorr Секрет сациви,6.00,6.50,55.00,307
2716,Приправа Maggi Cупер весенняя зелень,0.80,2.60,11.90,75
2717,Приправа Maggi Букет приправ для курицы,6.20,2.20,23.90,144
2718,Приправа Maggi Говяжий бульон на косточке,3.80,9.80,28.10,218
2719,Приправа Maggi Дары природы,4.70,8.80,32.80,231
2720,Приправа Maggi Душистый пучок,1.20,5.40,14.20,111
2721,Приправа Maggi Зажарка из лука и моркови,3.80,11.50,36.90,267
2722,Приправа Maggi Зажарка со сладким перцем,5.00,10.70,31.30,242
2723,Приправа Maggi Заправка Для кислых щей,2.00,2.20,19.50,106
2724,Приправа Maggi Куриный бульон,0.30,2.10,9.60,59
2725,Приправа Maggi Куриный бульон Золотой,0.80,9.90,22.70,186
2726,Приправа Maggi Куриный бульон с овощами и зеленью,1.20,9.70,25.50,194
2727,Приправа Maggi На второе для гречки по-купечески,7.20,5.10,53.00,301
2728,Приправа Maggi На второе для домашних колбасок по-баварски,8.90,2.70,59.60,306
2729,Приправа Maggi На второе для жюльена из курицы и грибов,2.20,3.20,73.00,334
2730,Приправа Maggi На второе для запеканки из макарон с мясом по-итальянски,5.00,2.70,59.00,283
2731,Приправа Maggi На второе для котлет,10.00,2.60,58.70,299
2732,Приправа Maggi На второе для куриных крылышек барбекю,4.70,8.80,32.80,231
2733,Приправа Maggi На второе для курицы по-французски,4.50,0.60,70.00,307
2734,Приправа Maggi На второе для мясного рулета с яйцом и сыром,7.60,2.50,62.40,302
2735,Приправа Maggi На второе для мясных ежиков с рисом и морковью,4.50,3.00,50.30,249
2736,Приправа Maggi На второе для нежной курицы по-итальянски,6.10,32.00,27.00,437
2737,Приправа Maggi На второе для нежной курицы с чесноком и травами,6.30,32.90,23.80,434
2738,Приправа Maggi На второе для пельменей по-уральски,5.50,16.20,57.90,402
2739,Приправа Maggi На второе для плова с курицей,6.00,6.50,39.10,270
2740,Приправа Maggi На второе для сочного жаркого из курицы с овощами,5.50,6.30,44.90,259
2741,Приправа Maggi На второе для сочного мяса с чесночком и луком по-домашнему,1.90,3.90,51.40,255
2742,Приправа Maggi На второе для сочного цыпленка табака,2.50,3.50,63.50,308
2743,Приправа Maggi На второе для сочной курицы с травами,3.70,1.60,50.70,232
2744,Приправа Maggi На второе для сочной курицы с чесноком,4.90,3.90,51.00,277
2745,Приправа Maggi На второе для сочной курочки Карри,4.90,4.90,54.00,293
2746,Приправа Maggi На второе для сочных ребрышек барбекю,5.40,3.70,56.60,298
2747,Приправа Maggi На второе для сочных ребрышек с дымком,2.70,3.20,49.90,239
2748,Приправа Maggi На второе для хрустящих наггетсов с соусом тартар,5.30,4.60,68.60,342
2749,Приправа Maggi На второе для чахохбили из курицы,7.80,3.40,50.40,264
2750,Приправа Vegeta Natur,4.40,0.90,28.00,152
2751,Приправа Vegeta для говядины,9.40,1.70,27.10,161
2752,Приправа Vegeta для гриля,9.10,1.00,30.80,169
2753,Приправа Vegeta для картофеля,9.00,1.20,29.90,166
2754,Приправа Vegeta для креветок,11.40,1.10,25.70,158
2755,Приправа Vegeta для курицы,8.40,1.20,29.10,161
2756,Приправа Vegeta для макаронных изделий,9.30,0.80,25.40,146
2757,Приправа Vegeta для моркови по-корейски,8.20,1.20,28.50,158
2758,Приправа Vegeta для плова,10.30,1.50,29.50,173
2759,Приправа Vegeta для риса,11.40,0.80,24.80,152
2760,Приправа Vegeta для рыбы,8.10,1.30,30.50,166
2761,Приправа Vegeta для салата,8.80,0.60,29.80,160
2762,Приправа Vegeta для салата с укропом,9.80,1.30,18.00,123
2763,Приправа Vegeta для салата с чесноком,8.80,0.80,25.20,143
2764,Приправа Vegeta для свинины,7.90,0.90,25.30,141
2765,Приправа Vegeta для шашлыка,9.10,1.20,26.80,154
2766,Приправа Vegeta Легкая,6.00,0.40,26.50,134
2767,Приправа Vegeta Пряная,9.30,0.60,24.00,139
2768,Приправа Vegeta Универсальная,8.50,0.60,24.00,137
2769,Приправа грибная,2.00,2.00,4.00,40
2770,Приправа для баранины,2.00,6.00,25.50,144
2771,Приправа для борща,10.30,1.50,29.50,173
2772,Приправа для гуляша,6.00,2.00,25.50,144
2773,Приправа для картофеля,6.00,2.00,25.50,144
2774,Приправа для курицы,8.40,1.20,29.10,161
2775,Приправа для моркови по-корейски,8.20,1.20,28.50,158
2776,Приправа для мяса,6.00,2.00,25.50,144
2777,Приправа для пельменей,6.00,2.00,25.50,144
2778,Приправа для пиццы,10.40,1.50,29.50,173
2779,Приправа для плова,10.30,1.50,29.50,173
2780,Приправа для риса,11.40,0.80,24.80,152
2781,Приправа для рыбы,8.10,1.30,30.50,166
2782,Приправа для сала,8.40,1.20,29.10,161
2783,Приправа для салата,11.40,0.80,24.80,152
2784,Приправа для супа,10.30,1.50,29.50,173
2785,Приправа для тыквенного пирога,5.80,12.60,69.30,412
2786,Приправа для ухи,8.10,1.30,30.50,166
2787,Приправа для фарша,6.00,2.00,25.50,144
2788,Приправа для шашлыка,8.40,1.20,29.10,161
2789,Приправа Мивина куриная,0.50,6.70,19.60,141
2790,Приправа овощная,10.30,1.50,29.50,173
2791,Приправа Смесь перцев,10.90,3.20,38.30,255
2792,Приправа универсальная,7.80,0.70,12.80,89
2793,Проростки Русский Спраут Испанский горох (нут),7.00,1.00,20.00,110
2794,Простокваша 0.1%,3.00,0.10,3.80,30
2795,Простокваша 1%,3.00,1.00,4.10,40
2796,Простокваша 2.5%,2.90,2.50,4.10,53
2797,Простокваша 3.2%,2.80,3.20,4.10,58
2798,Простокваша Останкинская 2.5%,2.80,2.50,4.20,51
2799,Протеин BioTech USA Iso Whey Zero,85.60,1.00,2.90,362
2800,Протеин BSN Lean Dessert Protein Shake,60.00,10.00,22.90,429
2801,Протеин BSN Syntha-6,50.00,13.60,31.80,455
2802,Протеин BSN Syntha-6 Isolate,65.80,3.90,18.40,368
2803,Протеин CytoSport Complete Whey,72.70,6.80,9.10,409
2804,Протеин CytoSport Monster Milk,64.10,11.50,21.80,449
2805,Протеин CytoSport Muscle Milk,45.70,17.10,22.90,429
2806,Протеин CytoSport Muscle Milk Light,50.00,12.00,24.00,400
2807,Протеин Cytosport Whey Isolate,83.30,,10.00,333
2808,Протеин Dymatize All Natural Elite Whey Protein Isolate,72.00,6.00,12.00,375
2809,Протеин Dymatize Elite Casein,75.00,1.60,12.50,344
2810,Протеин Dymatize Elite Egg Protein,78.70,,9.80,361
2811,Протеин Dymatize Elite Fusion 7,52.30,13.60,25.00,432
2812,Протеин Dymatize Elite Gourmet,63.00,4.50,15.00,360
2813,Протеин Dymatize Elite Primal,96.40,,1.00,393
2814,Протеин Dymatize Elite Whey Protein Isolate,74.10,4.60,6.20,352
2815,Протеин Dymatize Elite XT,63.00,4.50,18.00,375
2816,Протеин Dymatize ISO-100,89.30,,,379
2817,Протеин Fit Foods Mutant Whey,61.10,8.30,13.90,389
2818,Протеин Gaspari IntraPro,69.40,9.70,13.90,431
2819,Протеин Gaspari MyoFusion,61.50,5.10,23.10,404
2820,Протеин Hochdorf Ledor MO 80T,80.60,6.50,9.50,432
2821,Протеин IronMaxx 100% Whey Protein,77.30,6.20,6.30,395
2822,Протеин IronMaxx Musclin V.2.0,84.80,2.50,1.90,373
2823,Протеин Lactomin 80 Whey Protein Concentrate,80.00,5.00,5.00,370
2824,Протеин Max Power Protein 100,70.00,4.00,9.60,350
2825,Протеин Maxler 100% Gold Whey,75.70,6.00,15.10,394
2826,Протеин Multipower 100% Whey Protein,75.00,5.60,10.00,392
2827,Протеин Multipower Pure Whey Isolate 100,87.00,1.30,2.20,370
2828,Протеин Multipower Whey Protein Iso Complex,75.00,1.70,15.00,373
2829,Протеин Multipower Xplode,55.00,2.50,34.00,380
2830,Протеин Muscle Rush Whey,80.00,5.70,14.30,429
2831,Протеин Muscletech 100% Premium Whey Protein Plus,62.00,3.00,28.00,375
2832,Протеин Muscletech Nitro Tech Hardcore Pro,75.80,4.50,9.10,394
2833,Протеин Muscletech Nitro Tech Performance,83.00,4.00,3.00,388
2834,Протеин MyProtein Impact Whey Isolate,86.00,0.30,6.60,374
2835,Протеин MyProtein Impact Whey Protein,82.00,7.50,4.00,412
2836,Протеин Optimum 100% Casein Gold Standard,75.00,1.60,9.40,375
2837,Протеин Optimum 100% Egg Gold Standard,85.70,1.80,7.10,393
2838,Протеин Optimum 100% Soy Protein,80.60,4.80,6.50,387
2839,Протеин Optimum 100% Whey Gold Standard,75.00,3.80,12.50,375
2840,Протеин Optimum 100% Whey Gold Standard Natural,75.00,3.80,12.50,375
2841,Протеин Optimum Classic Whey,72.40,5.20,13.80,414
2842,Протеин Optimum Performance Whey,56.40,10.30,23.10,410
2843,Протеин Optimum Platinum Hydro Builder,57.70,4.80,15.40,346
2844,Протеин Optimum Platinum Hydro Whey,76.90,2.60,5.10,359
2845,Протеин Optimum Pro Complex,81.10,1.40,6.80,365
2846,Протеин Performance Pure Whey,77.20,6.30,7.40,395
2847,Протеин Performance Superior Protein Complex,80.00,2.30,4.80,360
2848,Протеин PureProtein Multi Protein,70.00,5.00,22.00,412
2849,Протеин PureProtein Soy Isolate Натуральный вкус,90.00,,,360
2850,Протеин PureProtein Soy Isolate Шоколадное печенье,70.00,0.90,15.00,348
2851,Протеин RLine Whey,65.00,8.30,14.60,393
2852,Протеин San Meta Force 5.0,78.00,6.00,6.00,390
2853,Протеин Syntrax Essence,82.10,,,321
2854,Протеин Syntrax Matrix 2.0,74.20,6.50,9.70,387
2855,Протеин Syntrax Matrix 5.0,74.20,6.40,9.50,393
2856,Протеин Syntrax Nectar,85.20,,,333
2857,Протеин Syntrax Nectar Naturals,85.20,,,333
2858,Протеин Syntrax Nectar Sweets,85.70,,,357
2859,Протеин Twinlab 100% Whey Protein Fuel,65.80,9.20,13.10,398
2860,Протеин Ultimate ISO-Cool,88.50,,,354
2861,Протеин Ultimate ISO-Sensation 93,93.80,,3.10,406
2862,Протеин Ultimate Isopreme Pure Bioactive Whey Isolate,85.70,2.90,5.70,383
2863,Протеин Ultimate Prostar 100% Whey Protein,81.00,5.30,7.00,401
2864,Протеин Ultimate Prostar Whey Gourmet Protein,83.30,3.30,6.70,400
2865,Протеин Ultimate Protein Isolate,83.30,4.20,12.50,417
2866,Протеин Weider 80 Plus,80.00,1.60,7.00,366
2867,Протеин Ванситон Экстра,78.00,5.00,15.00,415
2868,Профитроли,9.60,16.00,18.70,253
2869,Прошутто,22.60,20.90,,279
2870,Пряник Тульский,5.80,6.50,71.60,364
2871,Пряник Тульский купеческий,7.30,8.60,68.20,380
2872,Пряник Тульский с цукатами,5.50,6.80,71.40,363
2873,Пряник Тульский шоколадный,9.10,7.80,67.20,381
2874,Пряники Имбирные,5.90,6.50,70.50,353
2875,Псиллиум,2.90,0.10,7.30,42
2876,Пудинг Dr.Oetker классический с ванильным вкусом,0.30,,87.00,349
2877,Пудинг Heinz бананчик яблочко в сливках,8.50,4.10,78.00,384
2878,Пудинг Heinz фруктовое ассорти в сливках,8.20,5.20,76.30,385
2879,Пудинг ФрутоНяня ванильный,2.60,3.20,11.50,85
2880,Пудинг ФрутоНяня шоколадный,2.90,3.40,12.00,89
2881,Пудинг Чудо Ваниль,2.50,3.00,16.90,106
2882,Пудинг Чудо Карамель,2.50,3.00,15.00,98
2883,Пудинг Чудо Шоколадный,2.90,3.10,19.00,115
2884,Пунш,,,30.00,260
2885,Путассу,16.10,0.90,,72
2886,Пчелиная пыльца,12.90,0.80,38.70,215
2887,Пшеница воздушная На Здоровье! со вкусом шоколада,9.90,4.60,79.60,399
2888,Пшеница пророщенная,7.50,1.30,41.40,198
2889,Пшеничная каша Myllyn Paras,13.00,2.00,62.50,325
2890,Пшеничная каша Nestle молочная с бананом,15.00,10.00,66.00,414
2891,Пшеничная каша Nestle молочная с тыквой,15.00,10.00,66.00,414
2892,Пшеничная каша Nestle молочная с яблоком,15.00,10.00,66.00,414
2893,Пшеничная каша Малютка молочная с тыквой,12.30,11.30,69.30,428
2894,Пшеничная каша ФрутоНяня молочная с фруктами,1.20,,15.00,65
2895,Пшеничная кашка Heinz с молоком и тыквой,12.00,5.70,73.30,392
2896,Пшеничная кашка ФрутоНяня молочная жидкая,2.20,2.00,10.10,66
2897,Пшеничная крупа,11.50,1.30,62.00,316
2898,Пшеничная крупа Makfa Артек,11.00,1.20,68.50,329
2899,Пшеничная крупа Makfa Полтавская в пакетиках,11.50,1.30,67.90,329
2900,Пшеничная крупа Агро-Альянс,13.00,1.00,71.00,340
2901,Пшеничная крупа Мистраль кускус,12.00,2.00,72.00,350
2902,Пшенично-кукурузная кашка Heinz персик банан вишенка молочная,12.10,10.00,69.00,414
2903,Пшенично-овсяная кашка Heinz с фруктиками без молока,8.10,2.10,80.00,372
2904,Пшеничные зерна мягких сортов,11.80,2.20,59.50,305
2905,Пшеничные зерна твёрдых сортов,13.00,2.50,57.50,304
2906,Пшеничные отруби,14.70,4.10,20.60,180
2907,Пшеничные отруби Ого!,13.80,2.80,61.40,326
2908,Пшеничные хлопья Nordic,11.00,2.60,61.00,340
2909,Пшенная каша вязкая на воде,3.00,0.70,17.00,90
2910,Пшенная каша рассыпчатая,4.70,1.10,26.10,135
2911,Пшенная крупа,11.50,3.30,69.30,348
2912,Пшенная крупа Мистраль шлифованная,11.50,3.30,66.50,342
2913,Пшенно-гречневые хлопья Алтайская сказка,12.50,3.20,66.90,347
2914,Пшенно-рисовые хлопья Агро-Альянс,10.00,4.00,73.00,370
2915,Пшенные хлопья Nordic,12.00,2.90,69.30,334
2916,Пшено элитное Агро-Альянс,12.00,3.00,69.00,350
2917,Пшённая каша Myllyn Paras,11.20,3.90,55.30,305
2918,Пюре Gerber Абрикос с творогом,1.30,3.20,13.50,90
2919,Пюре Gerber Абрикос со сливками,1.00,3.50,13.00,90
2920,Пюре Gerber Банан,0.90,0.30,18.50,80
2921,Пюре Gerber Банан и лесные ягоды,0.10,0.30,17.40,98
2922,Пюре Gerber Банан с творогом,1.40,3.20,13.50,90
2923,Пюре Gerber Банан со сливками,1.20,3.20,13.50,90
2924,Пюре Gerber Бефстроганов с овощами,2.80,2.90,7.00,70
2925,Пюре Gerber Говядина по-домашнему с морковью,2.80,2.90,7.00,70
2926,Пюре Gerber Груша со сливками,0.90,3.00,14.90,85
2927,Пюре Gerber Груши Вильямс,0.60,0.20,12.30,53
2928,Пюре Gerber Зелёный горошек,3.30,0.30,5.00,36
2929,Пюре Gerber Индейка по-домашнему с фенхелем,2.90,3.10,8.00,75
2930,Пюре Gerber Клубника с творогом,1.10,3.40,12.50,85
2931,Пюре Gerber Клубника со сливками,1.00,3.20,12.50,85
2932,Пюре Gerber Морковь,1.00,0.20,5.10,27
2933,Пюре Gerber Овощи с фрикадельками из говядины,2.60,2.60,9.10,70
2934,Пюре Gerber Персик со сливками,1.20,3.20,13.50,90
2935,Пюре Gerber Рагу из индейки с рисом,2.80,2.60,8.00,70
2936,Пюре Gerber Спагетти с цыпленком,3.50,3.00,7.50,75
2937,Пюре Gerber Филе сайды с овощами и рисом,3.70,2.90,8.00,75
2938,Пюре Gerber Чернослив,1.00,0.30,16.70,74
2939,Пюре Gerber Яблоко абрикос банан,0.70,0.10,15.50,66
2940,Пюре Gerber Яблоко и черника,0.40,0.40,10.10,46
2941,Пюре Gerber Яблоко с лесными ягодами,0.50,0.40,9.80,45
2942,Пюре Gerber Яблоко с шиповником,1.50,0.20,12.00,52
2943,Пюре Бабушкино Лукошко Абрикос,,,9.00,36
2944,Пюре Бабушкино Лукошко Брокколи,,,3.30,13
2945,Пюре Бабушкино Лукошко Говядина,8.50,12.00,,140
2946,Пюре Бабушкино Лукошко Говядина Кабачок,5.50,6.00,7.60,130
2947,Пюре Бабушкино Лукошко Говядина Овощи,3.00,6.00,5.00,86
2948,Пюре Бабушкино Лукошко Говядина Тыква,5.50,6.00,6.10,130
2949,Пюре Бабушкино Лукошко Говядина Цветная капуста,3.00,6.00,6.50,92
2950,Пюре Бабушкино Лукошко Горбуша Картофель,4.50,5.00,10.00,110
2951,Пюре Бабушкино Лукошко Груша,,,9.50,40
2952,Пюре Бабушкино Лукошко Груша Творог,0.50,1.70,9.00,53
2953,Пюре Бабушкино Лукошко Груша Яблоко,,,9.50,40
2954,Пюре Бабушкино Лукошко Индейка,8.50,12.00,,140
2955,Пюре Бабушкино Лукошко Кабачок Молоко,2.10,4.00,8.80,80
2956,Пюре Бабушкино Лукошко Кабачок-Морковь Молоко,2.10,4.00,11.00,88
2957,Пюре Бабушкино Лукошко Конина,8.50,9.00,,131
2958,Пюре Бабушкино Лукошко Кролик,8.50,11.00,2.40,143
2959,Пюре Бабушкино Лукошко Кролик Овощи,3.00,6.00,5.00,86
2960,Пюре Бабушкино Лукошко Кролик Цветная капуста,3.00,6.00,6.50,92
2961,Пюре Бабушкино Лукошко Морковь Яблоко,,,12.00,48
2962,Пюре Бабушкино Лукошко Мясо цыплят с гречкой,5.50,6.00,6.60,130
2963,Пюре Бабушкино Лукошко Оленина,8.50,9.00,,131
2964,Пюре Бабушкино Лукошко Персик Творог,0.50,1.70,9.00,53
2965,Пюре Бабушкино Лукошко Сёмга Овощи,8.50,11.00,2.40,143
2966,Пюре Бабушкино Лукошко Треска Картофель,4.50,5.00,10.00,110
2967,Пюре Бабушкино Лукошко Тыква,,,4.60,18
2968,Пюре Бабушкино Лукошко Тыква Яблоко,,,12.10,48
2969,Пюре Бабушкино Лукошко Тыква-Рис Молоко,1.50,4.00,13.00,94
2970,Пюре Бабушкино Лукошко Цветная капуста,,,4.20,17
2971,Пюре Бабушкино Лукошко Цыплёнок,7.00,9.00,7.00,137
2972,Пюре Бабушкино Лукошко Цыплёнок Овощи,3.00,6.00,5.00,86
2973,Пюре Бабушкино Лукошко Чернослив,,,23.70,95
2974,Пюре Бабушкино Лукошко Чернослив Творог,0.50,1.70,9.00,53
2975,Пюре Бабушкино Лукошко Яблоко,,,10.80,45
2976,Пюре Бабушкино Лукошко Яблоко Абрикос,,,14.10,59
2977,Пюре Бабушкино Лукошко Яблоко Слива,,,13.50,54
2978,Пюре Бабушкино Лукошко Яблоко Сливки,0.60,1.00,14.00,66
2979,Пюре Бабушкино Лукошко Яблоко Творог,0.50,1.70,12.00,65
2980,Пюре Бабушкино Лукошко Яблоко Черника,,,16.90,68
2981,Пюре из абрикосов,0.90,0.10,9.00,38
2982,Пюре из апельсинов,0.90,0.20,8.50,40
2983,Пюре из бананов,1.50,0.10,21.00,89
2984,Пюре из брокколи,2.80,0.40,6.60,34
2985,Пюре из вишни,0.90,0.20,10.90,57
2986,Пюре из груш,0.20,,13.00,52
2987,Пюре из зеленого горошка,5.00,0.20,13.80,73
2988,Пюре из кабачков,0.60,0.30,4.60,24
2989,Пюре из клубники,0.50,0.10,14.90,60
2990,Пюре из клюквы,0.50,,6.20,27
2991,Пюре из кукурузы,8.30,1.20,71.00,328
2992,Пюре из малины,0.20,0.10,11.20,48
2993,Пюре из манго,0.20,0.30,14.00,60
2994,Пюре из моркови,0.70,0.10,5.00,24
2995,Пюре из мяса,8.50,11.00,2.40,145
2996,Пюре из овощей,0.90,0.10,5.60,24
2997,Пюре из персиков,,,20.10,82
2998,Пюре из свеклы,2.20,1.70,12.60,70
2999,Пюре из слив,0.80,,8.40,40
3000,Пюре из томатов,3.60,,11.80,66
3001,Пюре из тыквы,1.70,6.20,6.30,88
3002,Пюре из фруктов,,,14.40,60
3003,Пюре из фруктов и овощей,0.40,0.10,12.20,52
3004,Пюре из цветной капусты,1.60,0.70,5.40,33
3005,Пюре из яблок,0.60,0.20,19.00,82
3006,Пюре Спелёнок Груша с витамином С.,0.20,,13.00,52
3007,Пюре Спелёнок Груша с овсянкой,0.60,1.00,11.50,48
3008,Пюре Спелёнок Морковь с витамином С.,,,7.00,28
